"","siteID","time","abundance","richness","mean_humid","min_humid","max_humid","mean_tempt","min_tempt","max_tempt"
"114","UNDE",2014-08-18,0.255357142857143,9,NA,NA,NA,NA,NA,NA
"115","WOOD",2014-08-18,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"116","CPER",2014-08-25,0.119642857142857,11,NA,NA,NA,17.5464,9.3764,28.5844
"117","HARV",2014-08-25,0.146341463414634,7,NA,NA,NA,NA,NA,NA
"118","JERC",2014-08-25,0.00357142857142857,2,NA,NA,NA,NA,NA,NA
"119","ORNL",2014-08-25,0.0910714285714286,15,NA,NA,NA,NA,NA,NA
"120","TALL",2014-08-25,0.0446428571428571,6,NA,NA,NA,NA,NA,NA
"121","WOOD",2014-08-25,0.165966386554622,13,NA,NA,NA,NA,NA,NA
"122","BART",2014-09-01,0.266009852216749,9,NA,NA,NA,NA,NA,NA
"123","DSNY",2014-09-01,0.141071428571429,11,NA,NA,NA,NA,NA,NA
"124","ONAQ",2014-09-01,0.51375,7,NA,NA,NA,NA,NA,NA
"125","OSBS",2014-09-01,0.0351851851851852,5,NA,NA,NA,25.8634,21.9231,33.2409
"126","SCBI",2014-09-01,0.496428571428571,21,NA,NA,NA,NA,NA,NA
"127","STER",2014-09-01,1.09642857142857,26,NA,NA,NA,NA,NA,NA
"128","UNDE",2014-09-01,0.157142857142857,9,NA,NA,NA,NA,NA,NA
"129","CPER",2014-09-08,0.0625,15,NA,NA,NA,12.4589142857143,-1.4221,28.6561
"130","HARV",2014-09-08,0.135714285714286,6,NA,NA,NA,NA,NA,NA
"131","JERC",2014-09-08,0.0174216027874564,4,NA,NA,NA,NA,NA,NA
"132","ONAQ",2014-09-08,0.8875,5,NA,NA,NA,NA,NA,NA
"133","ORNL",2014-09-08,0.105357142857143,14,NA,NA,NA,NA,NA,NA
"134","TALL",2014-09-08,0.025,6,NA,NA,NA,NA,NA,NA
"135","UNDE",2014-09-08,0.075,6,NA,NA,NA,NA,NA,NA
"136","WOOD",2014-09-08,0.0546218487394958,7,NA,NA,NA,NA,NA,NA
"137","BART",2014-09-15,0.086734693877551,6,NA,NA,NA,NA,NA,NA
"138","SCBI",2014-09-15,0.233928571428571,16,NA,NA,NA,NA,NA,NA
"139","STER",2014-09-15,0.753571428571429,22,NA,NA,NA,NA,NA,NA
"140","HARV",2014-09-22,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"141","OSBS",2014-09-29,0.0714285714285714,1,NA,NA,NA,23.0226571428571,12.0245,30.5662
"142","SCBI",2014-09-29,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"143","STER",2014-11-24,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"144","STER",2015-02-02,0.107142857142857,3,NA,NA,NA,NA,NA,NA
"145","STER",2015-02-09,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"146","STER",2015-02-16,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"147","WOOD",2015-03-30,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"148","JERC",2015-04-20,0.0178571428571429,6,NA,NA,NA,NA,NA,NA
"149","OAES",2015-04-27,0.0464285714285714,9,NA,NA,NA,NA,NA,NA
"150","ORNL",2015-04-27,0.0321428571428571,4,NA,NA,NA,14.4150714285714,5.3699,24.6734
"151","OSBS",2015-04-27,0.0285714285714286,5,NA,NA,NA,20.835,13.3936,28.1494
"152","JERC",2015-05-04,0.025,8,NA,NA,NA,NA,NA,NA
"153","SERC",2015-05-04,0.201785714285714,22,NA,NA,NA,NA,NA,NA
"154","BLAN",2015-05-11,0.296428571428571,13,NA,NA,NA,NA,NA,NA
"155","OAES",2015-05-11,0.0964285714285714,12,NA,NA,NA,NA,NA,NA
"156","ORNL",2015-05-11,0.0178571428571429,5,NA,NA,NA,21.1842571428571,12.9719,28.5944
"157","OSBS",2015-05-11,0.0375,10,NA,NA,NA,24.4477142857143,18.861,32.9304
"158","SCBI",2015-05-11,0.0634920634920635,9,NA,NA,NA,18.5976142857143,6.6695,28.024
"159","CPER",2015-05-18,0.103571428571429,10,NA,NA,NA,6.72931428571429,-0.5781,15.062
"160","SERC",2015-05-18,0.501785714285714,23,NA,NA,NA,NA,NA,NA
"161","BLAN",2015-05-25,0.202090592334495,16,NA,NA,NA,NA,NA,NA
"162","DSNY",2015-05-25,0.0285714285714286,5,NA,NA,NA,NA,NA,NA
"163","HARV",2015-05-25,0.122377622377622,17,NA,NA,NA,19.2798428571429,9.7833,27.1594
"164","JORN",2015-05-25,0.0303571428571429,3,NA,NA,NA,NA,NA,NA
"165","OAES",2015-05-25,0.0678571428571429,12,NA,NA,NA,NA,NA,NA
"166","ORNL",2015-05-25,0.0517857142857143,16,NA,NA,NA,21.9942714285714,17.567,27.6617
"167","OSBS",2015-05-25,0.0557491289198606,12,NA,NA,NA,25.0744142857143,18.8273,32.279
"168","SCBI",2015-05-25,0.176785714285714,17,NA,NA,NA,22.6614285714286,17.9396,27.3846
"169","STER",2015-05-25,0.75,27,NA,NA,NA,NA,NA,NA
"170","UNDE",2015-05-25,0.1,11,NA,NA,NA,NA,NA,NA
"171","WOOD",2015-05-25,0.125541125541126,15,NA,NA,NA,NA,NA,NA
"172","BART",2015-06-01,0.364285714285714,21,NA,NA,NA,NA,NA,NA
"173","CPER",2015-06-01,0.680357142857143,11,72.8475,29.37,101.38,17.3888285714286,10.4978,28.8445
"174","JERC",2015-06-01,0.00892857142857143,4,NA,NA,NA,NA,NA,NA
"175","SERC",2015-06-01,0.426829268292683,16,NA,NA,NA,NA,NA,NA
"176","BLAN",2015-06-08,0.248214285714286,19,NA,NA,NA,NA,NA,NA
"177","DELA",2015-06-08,0.0642857142857143,9,NA,NA,NA,NA,NA,NA
"178","DSNY",2015-06-08,0.0428571428571429,9,NA,NA,NA,NA,NA,NA
"179","HARV",2015-06-08,0.104166666666667,23,NA,NA,NA,19.4459428571429,11.6067,26.5211
"180","JORN",2015-06-08,0.00535714285714286,1,NA,NA,NA,NA,NA,NA
"181","MOAB",2015-06-08,0.0297619047619048,2,NA,NA,NA,NA,NA,NA
"182","OAES",2015-06-08,0.128571428571429,12,NA,NA,NA,NA,NA,NA
"183","ORNL",2015-06-08,0.0857142857142857,14,72.3233333333333,41.82,102,24.2567285714286,18.1059,30.3738
"184","OSBS",2015-06-08,0.0578231292517007,10,NA,NA,NA,25.9463,21.0304,34.6172
"185","SCBI",2015-06-08,0.205357142857143,16,68.1685714285714,39.32,100.71,23.9682571428571,16.8958,29.6397
"186","STER",2015-06-08,0.801785714285714,35,NA,NA,NA,NA,NA,NA
"187","TALL",2015-06-08,0.0119047619047619,4,NA,NA,NA,24.407,20.0079,30.9627
"188","UNDE",2015-06-08,0.178846153846154,16,NA,NA,NA,NA,NA,NA
"189","WOOD",2015-06-08,0.0974025974025974,18,44.31,36.12,53.56,19.7153857142857,13.215,28.6141
"190","BART",2015-06-15,0.180357142857143,27,NA,NA,NA,NA,NA,NA
"191","CPER",2015-06-15,1.08571428571429,13,67.87,13.14,101.27,19.2878142857143,9.609,31.6234
"192","JERC",2015-06-15,0.0375,4,NA,NA,NA,NA,NA,NA
"193","SERC",2015-06-15,0.623015873015873,16,NA,NA,NA,NA,NA,NA
"194","BLAN",2015-06-22,0.226785714285714,20,NA,NA,NA,NA,NA,NA
"195","DELA",2015-06-22,0.0886699507389163,10,NA,NA,NA,NA,NA,NA
"196","DSNY",2015-06-22,0.025,9,NA,NA,NA,NA,NA,NA
"197","HARV",2015-06-22,0.0543478260869565,10,NA,NA,NA,18.2600428571429,9.7352,26.9164
"198","JORN",2015-06-22,0.00178571428571429,1,NA,NA,NA,NA,NA,NA
"199","MOAB",2015-06-22,0.0336134453781513,4,NA,NA,NA,NA,NA,NA
"200","OAES",2015-06-22,0.0892857142857143,17,NA,NA,NA,NA,NA,NA
"201","ORNL",2015-06-22,0.10515873015873,19,76.2771428571429,34.59,102,24.5623857142857,16.1154,31.6339
"202","OSBS",2015-06-22,0.0571428571428571,6,NA,NA,NA,26.0382571428571,20.2111,35.6021
"203","SCBI",2015-06-22,0.283928571428571,24,74.0171428571429,44.77,102,22.0874285714286,15.154,31.1995
"204","STER",2015-06-22,0.798469387755102,31,NA,NA,NA,NA,NA,NA
"205","TALL",2015-06-22,0.0292207792207792,6,NA,NA,NA,26.6155285714286,19.5585,34.2507
"206","UNDE",2015-06-22,0.1375,14,NA,NA,NA,NA,NA,NA
"207","WOOD",2015-06-22,0.11038961038961,19,NA,NA,NA,20.0620285714286,12.6676,30.2488
"208","BART",2015-06-29,0.205357142857143,21,NA,NA,NA,NA,NA,NA
"209","CPER",2015-06-29,1.08214285714286,16,57.41,18.81,96.48,21.6374142857143,12.2079,33.0962
"210","JERC",2015-06-29,0.0196428571428571,4,NA,NA,NA,NA,NA,NA
"211","SERC",2015-06-29,0.398214285714286,24,NA,NA,NA,NA,NA,NA
"212","STER",2015-06-29,0.759259259259259,20,NA,NA,NA,NA,NA,NA
"213","TREE",2015-06-29,0.075,12,NA,NA,NA,NA,NA,NA
"214","BLAN",2015-07-06,0.205357142857143,15,NA,NA,NA,NA,NA,NA
"215","DELA",2015-07-06,0.0654761904761905,11,NA,NA,NA,NA,NA,NA
"216","DSNY",2015-07-06,0.0535714285714286,8,NA,NA,NA,NA,NA,NA
"217","HARV",2015-07-06,0.173214285714286,15,NA,NA,NA,20.7935857142857,14.6793,27.1084
"218","JERC",2015-07-06,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"219","JORN",2015-07-06,0.0178571428571429,3,NA,NA,NA,NA,NA,NA
"220","MOAB",2015-07-06,0.0496031746031746,8,NA,NA,NA,NA,NA,NA
"221","OAES",2015-07-06,0.1125,7,NA,NA,NA,NA,NA,NA
"222","ORNL",2015-07-06,0.134920634920635,19,79.3685714285714,47.75,102,24.8273285714286,19.0547,30.6365
"223","OSBS",2015-07-06,0.0714285714285714,10,NA,NA,NA,26.2071428571429,20.7031,35.0142
"224","SCBI",2015-07-06,0.214285714285714,19,78.2542857142857,45.36,102,23.2204714285714,17.6029,28.0354
"225","STER",2015-07-06,0.753571428571429,27,NA,NA,NA,NA,NA,NA
"226","TALL",2015-07-06,0.0428571428571429,9,NA,NA,NA,26.9762714285714,18.4594,34.1258
"227","UNDE",2015-07-06,0.160714285714286,18,NA,NA,NA,NA,NA,NA
"228","WOOD",2015-07-06,0.078125,17,NA,NA,NA,19.7128,9.2968,30.0472
"229","BART",2015-07-13,0.558928571428571,32,NA,NA,NA,NA,NA,NA
"230","CPER",2015-07-13,0.780357142857143,15,NA,NA,NA,20.7470714285714,10.7097,31.506
"231","GRSM",2015-07-13,0.244897959183673,21,NA,NA,NA,NA,NA,NA
"232","JERC",2015-07-13,0.0214285714285714,7,NA,NA,NA,NA,NA,NA
"233","NIWO",2015-07-13,0.794642857142857,17,NA,NA,NA,NA,NA,NA
"234","SERC",2015-07-13,0.230357142857143,19,NA,NA,NA,NA,NA,NA
"235","TREE",2015-07-13,0.0982142857142857,11,NA,NA,NA,NA,NA,NA
"236","UKFS",2015-07-13,0.139285714285714,21,NA,NA,NA,NA,NA,NA
"237","BLAN",2015-07-20,0.2375,19,NA,NA,NA,NA,NA,NA
"238","DELA",2015-07-20,0.113095238095238,13,NA,NA,NA,NA,NA,NA
"239","DSNY",2015-07-20,0.0173160173160173,6,NA,NA,NA,NA,NA,NA
"240","HARV",2015-07-20,0.203571428571429,13,NA,NA,NA,19.9924142857143,14.522,27.604
"241","JERC",2015-07-20,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"242","JORN",2015-07-20,0.0660714285714286,5,NA,NA,NA,NA,NA,NA
"243","KONZ",2015-07-20,0.194642857142857,14,NA,NA,NA,25.9250571428571,18.1982,36.7196
"244","MOAB",2015-07-20,0.146825396825397,5,NA,NA,NA,NA,NA,NA
"245","OAES",2015-07-20,0.141071428571429,7,NA,NA,NA,NA,NA,NA
"246","ORNL",2015-07-20,0.119047619047619,16,82.57,45.55,102,24.5652,19.8928,31.6555
"247","OSBS",2015-07-20,0.0402930402930403,7,NA,NA,NA,26.05295,22.6891,33.7399
"248","SCBI",2015-07-20,0.225,17,64.2114285714286,35.44,96.53,23.9210428571429,16.2165,29.2954
"249","STER",2015-07-20,1.625,34,NA,NA,NA,NA,NA,NA
"250","TALL",2015-07-20,0.035,10,NA,NA,NA,27.2926428571429,21.642,34.1279
"251","UNDE",2015-07-20,0.160714285714286,12,NA,NA,NA,NA,NA,NA
"252","WOOD",2015-07-20,0.192678227360308,23,NA,NA,NA,21.6100142857143,13.6541,29.5974
"253","BART",2015-07-27,0.627177700348432,26,NA,NA,NA,NA,NA,NA
"254","CPER",2015-07-27,0.589285714285714,21,NA,NA,NA,22.0648857142857,10.4283,33.2657
"255","GRSM",2015-07-27,0.294642857142857,18,NA,NA,NA,NA,NA,NA
"256","JERC",2015-07-27,0.0142857142857143,4,NA,NA,NA,NA,NA,NA
"257","NIWO",2015-07-27,0.876785714285714,13,NA,NA,NA,NA,NA,NA
"258","OAES",2015-07-27,0.416666666666667,1,NA,NA,NA,NA,NA,NA
"259","SERC",2015-07-27,0.35,31,NA,NA,NA,NA,NA,NA
"260","STEI",2015-07-27,0.668367346938776,11,NA,NA,NA,NA,NA,NA
"261","TREE",2015-07-27,0.0642857142857143,8,NA,NA,NA,NA,NA,NA
"262","UKFS",2015-07-27,0.227106227106227,20,NA,NA,NA,NA,NA,NA
"263","BLAN",2015-08-03,0.176785714285714,20,NA,NA,NA,NA,NA,NA
"264","DELA",2015-08-03,0.126785714285714,8,NA,NA,NA,NA,NA,NA
"265","DSNY",2015-08-03,0.0535714285714286,8,NA,NA,NA,NA,NA,NA
"266","HARV",2015-08-03,0.182142857142857,9,NA,NA,NA,19.7285571428571,13.6154,27.026
"267","JORN",2015-08-03,0.0571428571428571,5,NA,NA,NA,NA,NA,NA
"268","KONZ",2015-08-03,0.328571428571429,10,NA,NA,NA,26.8516,21.8753,32.8652
"269","MOAB",2015-08-03,0.226190476190476,8,NA,NA,NA,NA,NA,NA
"270","OAES",2015-08-03,0.104247104247104,6,NA,NA,NA,NA,NA,NA
"271","ORNL",2015-08-03,0.0678571428571429,10,74.4728571428571,36.95,102,25.2359285714286,18.5649,32.2077
"272","OSBS",2015-08-03,0.05,11,85.5542857142857,45.29,102,NA,NA,NA
"273","SCBI",2015-08-03,0.153571428571429,19,69.5171428571429,35.38,102,22.4188571428571,16.0954,28.8525
"274","STER",2015-08-03,0.864285714285714,25,NA,NA,NA,NA,NA,NA
"275","TALL",2015-08-03,0.0192307692307692,6,NA,NA,NA,28.2191857142857,22.638,36.7206
"276","UNDE",2015-08-03,0.2,7,NA,NA,NA,NA,NA,NA
"277","WOOD",2015-08-03,0.30672268907563,21,NA,NA,NA,19.9907,13.5054,27.6985
"278","BART",2015-08-10,0.442857142857143,14,NA,NA,NA,NA,NA,NA
"279","CPER",2015-08-10,0.578571428571429,20,NA,NA,NA,22.7980857142857,10.9688,35.3516
"280","HEAL",2015-08-10,0.009765625,3,NA,NA,NA,NA,NA,NA
"281","JERC",2015-08-10,0.0214285714285714,7,NA,NA,NA,NA,NA,NA
"282","NIWO",2015-08-10,0.351785714285714,12,NA,NA,NA,NA,NA,NA
"283","SERC",2015-08-10,0.221254355400697,22,NA,NA,NA,NA,NA,NA
"284","STEI",2015-08-10,0.2875,9,NA,NA,NA,NA,NA,NA
"285","TREE",2015-08-10,0.0464285714285714,6,NA,NA,NA,NA,NA,NA
"286","UKFS",2015-08-10,0.141071428571429,16,NA,NA,NA,NA,NA,NA
"287","BLAN",2015-08-17,0.158928571428571,20,NA,NA,NA,NA,NA,NA
"288","DELA",2015-08-17,0.171428571428571,9,NA,NA,NA,NA,NA,NA
"289","DSNY",2015-08-17,0.0535714285714286,3,NA,NA,NA,NA,NA,NA
"290","HARV",2015-08-17,0.344642857142857,9,NA,NA,NA,21.9317714285714,15.4528,29.4127
"291","JERC",2015-08-17,0.0892857142857143,3,NA,NA,NA,NA,NA,NA
"292","JORN",2015-08-17,0.075,6,NA,NA,NA,NA,NA,NA
"293","KONZ",2015-08-17,0.353571428571429,11,NA,NA,NA,NA,NA,NA
"294","MOAB",2015-08-17,0.478174603174603,8,NA,NA,NA,NA,NA,NA
"295","OAES",2015-08-17,0.148809523809524,3,NA,NA,NA,NA,NA,NA
"296","ORNL",2015-08-17,0.0214285714285714,7,85.9214285714286,46.43,102,22.7835285714286,18.3577,28.7282
"297","OSBS",2015-08-17,0.0875,9,86.0628571428571,47.39,102,26.7307142857143,22.2556,35.0464
"298","SCBI",2015-08-17,0.0970695970695971,15,74.4285714285714,40.85,102,22.5745714285714,16.2537,29.6758
"299","SERC",2015-08-17,0.0714285714285714,1,NA,NA,NA,NA,NA,NA
"300","STER",2015-08-17,1.05357142857143,27,NA,NA,NA,NA,NA,NA
"301","TALL",2015-08-17,0.025,6,NA,NA,NA,25.1036142857143,21.1014,31.8717
"302","UNDE",2015-08-17,0.0964285714285714,6,NA,NA,NA,NA,NA,NA
"303","WOOD",2015-08-17,0.296536796536797,20,65.225,29.6,98.99,16.5703428571429,8.8008,30.4619
"304","BART",2015-08-24,0.276785714285714,17,NA,NA,NA,NA,NA,NA
"305","CPER",2015-08-24,0.610714285714286,24,NA,NA,NA,22.3077142857143,8.8745,34.2416
"306","HEAL",2015-08-24,0.0153061224489796,5,NA,NA,NA,NA,NA,NA
"307","JERC",2015-08-24,0.0142857142857143,2,NA,NA,NA,NA,NA,NA
"308","NIWO",2015-08-24,0.339285714285714,12,NA,NA,NA,NA,NA,NA
"309","SERC",2015-08-24,0.223214285714286,19,NA,NA,NA,NA,NA,NA
"310","STEI",2015-08-24,0.189285714285714,8,NA,NA,NA,NA,NA,NA
"311","TREE",2015-08-24,0.0464285714285714,9,NA,NA,NA,NA,NA,NA
"312","UKFS",2015-08-24,0.116071428571429,13,NA,NA,NA,NA,NA,NA
"313","BLAN",2015-08-31,0.167857142857143,13,NA,NA,NA,NA,NA,NA
"314","DELA",2015-08-31,0.108058608058608,9,NA,NA,NA,NA,NA,NA
